"Protein_ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Swiss.Prot_Hit","SP_E.value","Swiss.Prot_Description","Trembl_Hit","TB_E.value","Trembl_Description","NCBI_hit","nr_E.value","NCBI_Description","GO_Swiss.Prot","GO_Trembl"
"evm.TU.chromosome_6.609",22.3860117529908,-0.854760086826528,0.251554510558428,-3.3979119870641,0.000679022615593456,0.0186630772155716,"sp|O15173|PGRC2_HUMAN",4.88e-50,"Membrane-associated progesterone receptor component 2 OS=Homo sapiens GN=PGRMC2 PE=1 SV=1","tr|A0A2B4RCS9|A0A2B4RCS9_STYPI",3.18e-82,"Membrane-associated progesterone receptor component 2 OS=Stylophora pistillata GN=Pgrmc2 PE=4 SV=1","ref|XP_020604040.1|",8.95e-106,"membrane-associated progesterone receptor component 2-like [Orbicella faveolata]","GO:0016021; GO:0016020; GO:0005635; GO:0020037; GO:0005496; GO:0003707",""
"evm.TU.chromosome_11.239",8.04934442685396,1.82007423562317,0.535978720014868,3.39579570542033,0.000684294134157932,0.0187524852694017,"sp|P18754|RCC1_HUMAN",1.8e-133,"Regulator of chromosome condensation OS=Homo sapiens GN=RCC1 PE=1 SV=1","tr|A0A2B4SGG9|A0A2B4SGG9_STYPI",0,"Regulator of chromosome condensation OS=Stylophora pistillata GN=RCC1 PE=4 SV=1","ref|XP_020618279.1|",0,"regulator of chromosome condensation-like [Orbicella faveolata]","GO:0000794; GO:0005737; GO:0000790; GO:0031965; GO:0005654; GO:0005634; GO:0043234; GO:0003682; GO:0042393; GO:0031492; GO:0031491; GO:0046982; GO:0008536; GO:0005087; GO:0043199; GO:0051301; GO:0007059; GO:0000082; GO:0007052; GO:0051290; GO:0007088; GO:0051225; GO:0016032",""
"evm.TU.chromosome_2.214",28.3919190535587,-1.01510683996489,0.299092313508765,-3.39395830021939,0.000688901815806005,0.0188232290259935,"sp|P51572|BAP31_HUMAN",4.19e-45,"B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31 PE=1 SV=3","tr|A0A2B4RUZ3|A0A2B4RUZ3_STYPI",4.14e-107,"B-cell receptor-associated protein 31 OS=Stylophora pistillata GN=BCAP31 PE=4 SV=1","ref|XP_020629525.1|",7.42e-137,"B-cell receptor-associated protein 31-like [Orbicella faveolata]","GO:0030136; GO:0005829; GO:0005783; GO:0005789; GO:0033116; GO:0032580; GO:0071556; GO:0005887; GO:0005811; GO:0016020; GO:0005739; GO:0097038; GO:0042288; GO:0032403; GO:0002474; GO:0035584; GO:0006888; GO:0097194; GO:0006886; GO:0032471; GO:0043280; GO:0007204; GO:1903071; GO:2001244; GO:0051561; GO:1904154; GO:0070973; GO:0007283","GO:0005783; GO:0016021; GO:0006886"
"evm.TU.chromosome_13.2791",8.75684193876703,1.13252334441125,0.333990067243456,3.39088929727278,0.000696662349998048,0.018951984855155,"sp|P62288|ASPM_FELCA",0,"Abnormal spindle-like microcephaly-associated protein homolog (Fragment) OS=Felis catus GN=ASPM PE=2 SV=1","tr|A0A2B4RFY4|A0A2B4RFY4_STYPI",0,"Abnormal spindle-like microcephaly-associated protein-like OS=Stylophora pistillata GN=ASPM PE=4 SV=1","ref|XP_020629210.1|",0,"abnormal spindle-like microcephaly-associated protein homolog isoform X1 [Orbicella faveolata]","GO:0005737; GO:0005634; GO:0005819; GO:0005516; GO:0051301; GO:0007051","GO:0007051"
"evm.TU.chromosome_14.5870",11.9510169150457,-1.19761596967931,0.353341617850958,-3.38939968906939,0.000700458313207699,0.018951984855155,"sp|Q91766|HNF4A_XENLA",1.03e-154,"Hepatocyte nuclear factor 4-alpha OS=Xenopus laevis GN=hnf4a PE=2 SV=2","tr|A0A2B4RB90|A0A2B4RB90_STYPI",0,"Hepatocyte nuclear factor 4-gamma OS=Stylophora pistillata GN=HNF4G PE=4 SV=1","ref|XP_020624574.1|",0,"hepatocyte nuclear factor 4-gamma-like isoform X4 [Orbicella faveolata]","GO:0005634; GO:0003700; GO:0043565; GO:0003707; GO:0008270; GO:0006351","GO:0005634; GO:0003700; GO:0043565; GO:0003707; GO:0008270; GO:0006351"
"evm.TU.chromosome_4.2073",13.4647360622217,5.65851238206077,1.66953683643177,3.38927075976021,0.000700787765503242,0.018951984855155,NA,NA,NA,"tr|A0A1V0CMH4|A0A1V0CMH4_ACRDI",1.11e-42,"Skeletal matrix protein 11 OS=Acropora digitifera PE=2 SV=1","gb|ARA71562.1|",1.72e-42,"skeletal matrix protein 11 [Acropora digitifera]",NA,""
"evm.TU.chromosome_5.1583",1158.33130702477,0.738735376860638,0.217987735777928,3.38888504082273,0.000701774250825976,0.018951984855155,"sp|Q4GXG7|RL18_TIMBA",1.53e-87,"60S ribosomal protein L18 OS=Timarcha balearica GN=RpL18 PE=2 SV=1","tr|A0A2B4RT79|A0A2B4RT79_STYPI",6.3e-127,"60S ribosomal protein L18 OS=Stylophora pistillata GN=RpL18 PE=4 SV=1","ref|XP_020609587.1|",2.38e-127,"60S ribosomal protein L18-like [Orbicella faveolata]","GO:0005840; GO:0003735; GO:0006412","GO:0005840; GO:0003735; GO:0006412"
"evm.TU.chromosome_2.81",26.9447908015846,0.869236067381545,0.256692276401226,3.38629615027012,0.000708428870199862,0.0190762440700195,"sp|Q6TEN1|RAP1B_DANRE",4.6e-118,"Ras-related protein Rap-1b OS=Danio rerio GN=rap1b PE=2 SV=1","tr|A7SB93|A7SB93_NEMVE",1.13e-119,"Predicted protein OS=Nematostella vectensis GN=v1g187791 PE=4 SV=1","ref|XP_020611187.1|",8.57e-126,"ras-related protein Rap-1b isoform X1 [Orbicella faveolata]","GO:0005911; GO:0005829; GO:0005886; GO:0005525; GO:0003924; GO:0004708; GO:0060536; GO:0003428; GO:0060026; GO:0007507; GO:0032525; GO:0001756","GO:0016020; GO:0005525; GO:0003924; GO:0007165"
"evm.TU.chromosome_12.2635",61.7586980953404,0.809616873245972,0.239161643745722,3.38522875393331,0.000711189594533588,0.0190952350671012,"sp|Q9BYB0|SHAN3_HUMAN",1.24e-142,"SH3 and multiple ankyrin repeat domains protein 3 OS=Homo sapiens GN=SHANK3 PE=1 SV=3","tr|A0A2B4SU44|A0A2B4SU44_STYPI",0,"SH3 and multiple ankyrin repeat domains protein 1 OS=Stylophora pistillata GN=Shank1 PE=4 SV=1","gb|PFX32072.1|",0,"uncharacterized protein LOC111321257 isoform X1 [Stylophora pistillata]","GO:0030054; GO:0060170; GO:0005829; GO:0043197; GO:0043005; GO:0044309; GO:0005886; GO:0014069; GO:0045211; GO:0003779; GO:0030160; GO:0035255; GO:0008022; GO:0043621; GO:0097110; GO:0017124; GO:0008270; GO:0030534; GO:0097113; GO:0007411; GO:0048854; GO:0060997; GO:0097117; GO:0007612; GO:0000165; GO:0007613; GO:0032232; GO:0045794; GO:0097114; GO:2000969; GO:0060999; GO:2000463; GO:1900451; GO:0048170; GO:1900273; GO:0051835; GO:0051968; GO:0097107; GO:0061001; GO:1900452; GO:1900271; GO:0035176; GO:0021773; GO:0007416; GO:0042297; GO:0071625",""
"evm.TU.chromosome_14.5487",55.7335233153996,-2.45609860070023,0.72662825258145,-3.38013088807735,0.00072451318043541,0.0193969090669883,"sp|Q26636|CATL_SARPE",1.72e-136,"Cathepsin L OS=Sarcophaga peregrina PE=1 SV=1","tr|A7SHX1|A7SHX1_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g190019 PE=3 SV=1","ref|XP_020631217.1|",0,"cathepsin L1-like isoform X2 [Orbicella faveolata]","GO:0005764; GO:0008234; GO:0030154; GO:0007275","GO:0005615; GO:0005764; GO:0004197; GO:0051603"
"evm.TU.chromosome_10.14",22.0175521681058,1.55450004663242,0.460369371407868,3.37663655138169,0.000733779391049506,0.0194770290048095,"sp|Q24180|DEAF1_DROME",3.21e-17,"Deformed epidermal autoregulatory factor 1 OS=Drosophila melanogaster GN=Deaf1 PE=1 SV=1","tr|A0A2B4RPD0|A0A2B4RPD0_STYPI",0,"Polyhomeotic-like protein 1 OS=Stylophora pistillata GN=PHC1 PE=4 SV=1","ref|XP_020626314.1|",0,"sterile alpha motif domain-containing protein 11-like [Orbicella faveolata]","GO:0005634; GO:0005700; GO:0003700; GO:0043565; GO:0008270; GO:0009792; GO:0045893; GO:0050776; GO:2000026; GO:0006357; GO:0006351","GO:0005634; GO:0003677; GO:0003713"
"evm.TU.chromosome_5.205",30.5135556443536,0.957627250388377,0.28399051664998,3.37203953739293,0.000746137363687116,0.0197481940417473,"sp|Q9W0T1|NU301_DROME",5.37e-84,"Nucleosome-remodeling factor subunit NURF301 OS=Drosophila melanogaster GN=E(bx) PE=1 SV=2","tr|A0A2B4RT32|A0A2B4RT32_STYPI",0,"Nucleosome-remodeling factor subunit NURF301 OS=Stylophora pistillata GN=E(bx) PE=4 SV=1","ref|XP_020626511.1|",0,"uncharacterized protein LOC110063856 isoform X2 [Orbicella faveolata]","GO:0016589; GO:0003677; GO:0016922; GO:0070577; GO:0046872; GO:0035064; GO:0046983; GO:0006325; GO:0006338; GO:0016569; GO:0035076; GO:0030097; GO:0045824; GO:0046426; GO:0042766; GO:0045747; GO:0035073; GO:0010468; GO:0006357; GO:0048515; GO:0006351","GO:0046872"
"evm.TU.chromosome_11.1881",9.45509748946902,1.28036331182011,0.380031270127033,3.36909989378539,0.000754140919384471,0.0199033214235276,"sp|Q5PQJ9|CC175_RAT",1.33e-15,"Coiled-coil domain-containing protein 175 OS=Rattus norvegicus GN=Ccdc175 PE=1 SV=2","tr|A0A2B4RWQ4|A0A2B4RWQ4_STYPI",0,"Coiled-coil domain-containing protein 175 OS=Stylophora pistillata GN=Ccdc175 PE=4 SV=1","ref|XP_020612495.1|",0,"trichohyalin-like [Orbicella faveolata]","",""
"evm.TU.chromosome_4.195",48.9614937246316,-1.72514235662378,0.512647383037587,-3.36516368503006,0.000764982625469783,0.0200753914989104,"sp|Q63870|CO7A1_MOUSE",7.92e-19,"Collagen alpha-1(VII) chain OS=Mus musculus GN=Col7a1 PE=1 SV=3","tr|A0A2B4SM87|A0A2B4SM87_STYPI",0,"Collagen alpha-1(XXII) chain OS=Stylophora pistillata GN=COL22A1 PE=4 SV=1","gb|PFX29698.1|",0,"Collagen alpha-1(XXII) chain [Stylophora pistillata]","GO:0005604; GO:0005581; GO:0005576; GO:0042802; GO:0004867; GO:0007155; GO:0035987","GO:0005581"
"evm.TU.chromosome_9.824",5.88106279582672,-1.90354318584653,0.565543516543631,-3.3658651017347,0.000763040141702568,0.0200753914989104,"sp|P31646|S6A13_RAT",0,"Sodium- and chloride-dependent GABA transporter 2 OS=Rattus norvegicus GN=Slc6a13 PE=1 SV=1","tr|A0A2B4S0L0|A0A2B4S0L0_STYPI",0,"Sodium-and chloride-dependent GABA transporter 2 OS=Stylophora pistillata GN=Slc6a13 PE=4 SV=1","ref|XP_020625267.1|",0,"sodium- and chloride-dependent taurine transporter-like [Orbicella faveolata]","GO:0070062; GO:0005887; GO:0005332; GO:0042165; GO:0006836","GO:0016021; GO:0005328"
"evm.TU.chromosome_1.252",7.35552481112903,3.58688383213052,1.06631668115035,3.36380729621613,0.000768752000802445,0.0201174819364922,"sp|Q8IUB2|WFDC3_HUMAN",2.63e-12,"WAP four-disulfide core domain protein 3 OS=Homo sapiens GN=WFDC3 PE=2 SV=1","tr|A0A1D9CF31|A0A1D9CF31_STIMO",3.6e-28,"Antistasin/WAP-like serine protease inhibitor OS=Stichopus monotuberculatus GN=AW-SPI PE=2 SV=1","ref|XP_022088701.1|",1.07e-42,"neurogenic locus notch homolog protein 3-like isoform X1 [Acanthaster planci]","GO:0005576; GO:0004867","GO:0005576; GO:0008233; GO:0004867"
"evm.TU.chromosome_12.1570",34.7720134658332,0.936238297052994,0.278499755065633,3.36172036069603,0.000774585238781203,0.0202131934502173,"sp|Q52M93|Z585B_HUMAN",8.82e-40,"Zinc finger protein 585B OS=Homo sapiens GN=ZNF585B PE=2 SV=1","tr|A0A2B4S713|A0A2B4S713_STYPI",0,"Zinc finger protein 26 OS=Stylophora pistillata GN=Zfp26 PE=4 SV=1","ref|XP_020611020.1|",0,"uncharacterized protein LOC110049554 [Orbicella faveolata]","GO:0005634; GO:0003700; GO:0046872; GO:0003676; GO:0006355; GO:0006351","GO:0003676"
"evm.TU.chromosome_6.2539",81.8775156872926,-0.786069916570722,0.234391934034594,-3.35365600274755,0.000797514431780516,0.020753246698154,"sp|P55115|NAS15_CAEEL",2.58e-42,"Zinc metalloproteinase nas-15 OS=Caenorhabditis elegans GN=nas-15 PE=2 SV=2","tr|A0A2B4SWZ4|A0A2B4SWZ4_STYPI",5.57e-174,"Zinc metalloproteinase nas-4 OS=Stylophora pistillata GN=nas-4 PE=4 SV=1","ref|XP_020612009.1|",0,"zinc metalloproteinase nas-4-like isoform X3 [Orbicella faveolata]","GO:0005576; GO:0004222; GO:0008270","GO:0004222; GO:0008270"
"evm.TU.chromosome_3.68",103.235006323656,0.964970700165228,0.288590694028415,3.34373463917106,0.000826587609151222,0.0214497175670806,NA,NA,NA,"tr|A0A2B4S679|A0A2B4S679_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene11437 PE=4 SV=1","ref|XP_022793297.1|",0,"myosin-13-like [Stylophora pistillata]",NA,""
"evm.TU.chromosome_12.2162",186.374196350728,0.567109521910318,0.169701361754718,3.34180890504581,0.000832343427310566,0.0215389148738584,"sp|Q9R1C7|PR40A_MOUSE",1.51e-145,"Pre-mRNA-processing factor 40 homolog A OS=Mus musculus GN=Prpf40a PE=1 SV=1","tr|A0A2B4S6E6|A0A2B4S6E6_STYPI",0,"Pre-mRNA-processing factor 40-like B OS=Stylophora pistillata GN=Prpf40b PE=4 SV=1","ref|XP_020606053.1|",0,"pre-mRNA-processing factor 40 homolog A-like [Orbicella faveolata]","GO:0005829; GO:0016363; GO:0016607; GO:0005634; GO:0005685; GO:0071004; GO:0070064; GO:0003723; GO:0016477; GO:0007010; GO:0000398; GO:0008360; GO:0032465",""
"evm.TU.chromosome_11.2908",15.3497405740022,1.25348243423977,0.375838990110078,3.33515805231555,0.000852509300567376,0.0219385357403627,"sp|Q96MY7|F161B_HUMAN",2.47e-59,"Protein FAM161B OS=Homo sapiens GN=FAM161B PE=1 SV=2","tr|A7S7M5|A7S7M5_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g243395 PE=4 SV=1","ref|XP_020603429.1|",0,"protein FAM161B-like [Orbicella faveolata]","GO:0005881; GO:0015630",""
"evm.TU.chromosome_4.281",108.217171011894,0.604236656941607,0.181294332091656,3.33290428867972,0.000859445026258658,0.0220559234639308,"sp|Q9UQ35|SRRM2_HUMAN",1.1e-41,"Serine/arginine repetitive matrix protein 2 OS=Homo sapiens GN=SRRM2 PE=1 SV=2","tr|A0A2B4S6W1|A0A2B4S6W1_STYPI",3.35e-56,"Serine/arginine repetitive matrix protein 2 OS=Stylophora pistillata GN=Srrm2 PE=4 SV=1","ref|XP_020622328.1|",0,"serine/arginine repetitive matrix protein 2-like [Orbicella faveolata]","GO:0015030; GO:0071013; GO:0016607; GO:0005654; GO:0070742; GO:0047485; GO:0003723; GO:0000398",""
"evm.TU.chromosome_10.1263",22.3561764670748,1.01732072788596,0.30541498738541,3.33094566378364,0.000865514950722332,0.0221505065901115,"sp|Q8K3A9|MEPCE_MOUSE",8.08e-90,"7SK snRNA methylphosphate capping enzyme OS=Mus musculus GN=Mepce PE=1 SV=2","tr|A0A2B4SCI4|A0A2B4SCI4_STYPI",0,"7SK snRNA methylphosphate capping enzyme OS=Stylophora pistillata GN=MEPCE PE=4 SV=1","ref|XP_020602687.1|",0,"probable RNA methyltransferase Y17G7B.18 [Orbicella faveolata]","GO:0008173; GO:0008757; GO:0035562; GO:0000122; GO:1900087; GO:0001510; GO:0016073; GO:0040031","GO:0008168"
"evm.TU.chromosome_9.2388",178.664428042959,-1.43252719682931,0.431085680869707,-3.32306838385171,0.000890330854995675,0.0227230045134885,"sp|B8V7S0|CPP1_ACRMI",4.2e-70,"CUB and peptidase domain-containing protein 1 (Fragment) OS=Acropora millepora PE=1 SV=1","tr|A0A2B4S6Q3|A0A2B4S6Q3_STYPI",5.9e-138,"Transmembrane protease serine 9 OS=Stylophora pistillata GN=Tmprss9 PE=4 SV=1","ref|XP_020628620.1|",1.39e-166,"transmembrane protease serine 9-like [Orbicella faveolata]","GO:0005576; GO:0004252","GO:0005576; GO:0016021; GO:0004252"
"evm.TU.chromosome_1.1474",73.1570356815231,0.934326138352688,0.281601304292944,3.31790415779014,0.000906955991180444,0.0230208228362468,"sp|Q9NRC6|SPTN5_HUMAN",0,"Spectrin beta chain, non-erythrocytic 5 OS=Homo sapiens GN=SPTBN5 PE=1 SV=2","tr|A7RGP6|A7RGP6_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g238120 PE=4 SV=1","ref|XP_020615744.1|",0,"spectrin beta chain, non-erythrocytic 1-like [Orbicella faveolata]","GO:0005737; GO:0005829; GO:0070062; GO:0016020; GO:0032391; GO:0097381; GO:0008091; GO:0003779; GO:0034452; GO:0045505; GO:0019894; GO:0032029; GO:0043621; GO:0005088; GO:0030507; GO:0030036; GO:0051693; GO:0007411; GO:0006888; GO:0007030; GO:0007041; GO:0000165; GO:0051260","GO:0005543"
"evm.TU.chromosome_12.3086",11.5112870322316,-1.61274841336175,0.486261814165908,-3.31662566621259,0.000911116021187397,0.0230634001003567,NA,NA,NA,"tr|A0A2B4SQD9|A0A2B4SQD9_STYPI",0,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene3607 PE=4 SV=1","ref|XP_020614779.1|",0,"proline-rich extensin-like protein EPR1 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_12.3087",4.74273587607382,-2.16748923072952,0.65372372381669,-3.31560436276488,0.000914451895032413,0.0230849405023128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"evm.TU.chromosome_10.492",40.2933057328047,-1.06436504266436,0.321598876870228,-3.30960435254833,0.00093427932326025,0.023521558030048,"sp|Q700K0|SSPO_RAT",2.55e-108,"SCO-spondin OS=Rattus norvegicus GN=Sspo PE=2 SV=1","tr|A0A2B4RX12|A0A2B4RX12_STYPI",0,"Hemicentin-1 OS=Stylophora pistillata GN=HMCN1 PE=4 SV=1","ref|XP_020630394.1|",0,"uncharacterized protein LOC110067408 [Orbicella faveolata]","GO:0005737; GO:0005615; GO:0007155; GO:0030154; GO:0007399","GO:0004222; GO:0008270"
"evm.TU.chromosome_8.2681",14.9391063205747,1.7157604211626,0.518975197708795,3.30605475702394,0.000946195949929407,0.0237571902022816,NA,NA,NA,"tr|A0A2B4RKH4|A0A2B4RKH4_STYPI",1.29e-58,"Uncharacterized protein OS=Stylophora pistillata GN=AWC38_SpisGene18376 PE=4 SV=1","ref|XP_020610554.1|",4.97e-103,"uncharacterized protein LOC110049119 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_4.1971",70.7323204226855,-1.36738169210976,0.413898036765094,-3.30366798257082,0.000954287779016696,0.0238957775392591,NA,NA,NA,NA,NA,NA,"ref|XP_015754379.1|",4.91e-07,"PREDICTED: uncharacterized protein LOC107334018 [Acropora digitifera]",NA,NA
"evm.TU.chromosome_13.2550",3.89836523100155,-2.23499994501681,0.676926539370002,-3.3016875761687,0.000961050513823682,0.0240004281543602,"sp|B3EWY6|SAAR1_ACRMI",2.19e-50,"Skeletal aspartic acid-rich protein 1 OS=Acropora millepora PE=1 SV=1","tr|M1SN56|M1SN56_STYPI",6.39e-57,"Coral acid rich protein 4 OS=Stylophora pistillata PE=4 SV=1","ref|XP_020627003.1|",1.93e-158,"skeletal aspartic acid-rich protein 1-like isoform X1 [Orbicella faveolata]","GO:0005576","GO:0016021"
"evm.TU.chromosome_8.118",876.573995826542,0.834657168963501,0.253217655354704,3.29620447592536,0.000980006590404989,0.0244082070371645,"sp|P36241|RL19_DROME",1.03e-100,"60S ribosomal protein L19 OS=Drosophila melanogaster GN=RpL19 PE=1 SV=2","tr|A0A2B4SE81|A0A2B4SE81_STYPI",4.87e-132,"60S ribosomal protein L19 OS=Stylophora pistillata GN=RpL19 PE=4 SV=1","ref|XP_022786330.1|",7.82e-134,"60S ribosomal protein L19-like [Stylophora pistillata]","GO:0022625; GO:0022626; GO:0005840; GO:0003723; GO:0003735; GO:0002181","GO:0022625; GO:0003735; GO:0006412"
"evm.TU.chromosome_5.1359",42.4496606295198,1.19412106923766,0.362572998261791,3.29346386786217,0.000989610600383138,0.0245815039506935,"sp|Q4QY64|ATAD5_MOUSE",1.97e-55,"ATPase family AAA domain-containing protein 5 OS=Mus musculus GN=Atad5 PE=1 SV=1","tr|A0A2B4SQ36|A0A2B4SQ36_STYPI",0,"ATPase family AAA domain-containing protein 5 OS=Stylophora pistillata GN=Atad5 PE=4 SV=1","ref|XP_022782368.1|",0,"LOW QUALITY PROTEIN: uncharacterized protein LOC111323309 [Stylophora pistillata]","GO:0005634; GO:0005524; GO:0006974; GO:0002377; GO:0030890; GO:0048304; GO:1901990","GO:0016021; GO:0016757"
"evm.TU.chromosome_1.296",21.71785455532,-1.50899480374834,0.459497347869022,-3.28401199864701,0.00102340565200312,0.0252857407103961,"sp|Q8NCC3|PAG15_HUMAN",2.98e-108,"Group XV phospholipase A2 OS=Homo sapiens GN=PLA2G15 PE=1 SV=2","tr|A0A2B4RUJ7|A0A2B4RUJ7_STYPI",0,"Group XV phospholipase A2 OS=Stylophora pistillata GN=PLA2G15 PE=4 SV=1","ref|XP_020618387.1|",0,"group XV phospholipase A2-like [Orbicella faveolata]","GO:0070062; GO:0005576; GO:0005615; GO:0043231; GO:0005764; GO:0016020; GO:0005739; GO:0005654; GO:0047499; GO:0004622; GO:0008374; GO:0005543; GO:0006672; GO:0009062; GO:0006650; GO:0034638; GO:0046338; GO:0006644","GO:0008374; GO:0006629"
"evm.TU.chromosome_14.61",25.8476690613884,1.310854293135,0.399517214102681,3.28109589990807,0.00103404579421444,0.0254808632049129,"sp|Q5HYC2|K2026_HUMAN",5.09e-76,"Uncharacterized protein KIAA2026 OS=Homo sapiens GN=KIAA2026 PE=2 SV=2","tr|A0A2B4SXE1|A0A2B4SXE1_STYPI",0,"Homeotic protein female sterile OS=Stylophora pistillata GN=fs(1)h PE=4 SV=1","gb|PFX33540.1|",0,"mucin-5AC-like [Stylophora pistillata]","",""
"evm.TU.chromosome_13.2106",7.71463383497758,3.48774086634931,1.06430232263885,3.27702081651176,0.00104908634633117,0.0257684729380388,NA,NA,NA,"tr|A0A2B4RGC8|A0A2B4RGC8_STYPI",3.28e-28,"Transposon Tf2-9 polyprotein (Fragment) OS=Stylophora pistillata GN=Tf2-9 PE=4 SV=1","ref|XP_020601044.1|",6.69e-46,"uncharacterized protein LOC110040190 isoform X2 [Orbicella faveolata]",NA,""
"evm.TU.chromosome_14.5038",20.1860193725681,-0.753296668898548,0.230017869594109,-3.27494846477719,0.00105681250693141,0.0257684729380388,"sp|Q8IZ73|RUSD2_HUMAN",7.79e-152,"RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens GN=RPUSD2 PE=1 SV=2","tr|A7RMP5|A7RMP5_NEMVE",2.09e-175,"Pseudouridine synthase (Fragment) OS=Nematostella vectensis GN=v1g86695 PE=3 SV=1","ref|XP_020610182.1|",0,"RNA pseudouridylate synthase domain-containing protein 2-like isoform X2 [Orbicella faveolata]","GO:0009982; GO:0003723; GO:0000455","GO:0009982; GO:0003723; GO:0000455"
"evm.TU.chromosome_8.2494",67.301761435476,0.739732696634693,0.225786781317924,3.27624448303329,0.00105197453717135,0.0257684729380388,"sp|Q80ZX8|SPAG1_MOUSE",6.83e-125,"Sperm-associated antigen 1 OS=Mus musculus GN=Spag1 PE=1 SV=1","tr|A0A2B4RRT8|A0A2B4RRT8_STYPI",0,"Sperm-associated antigen 1 OS=Stylophora pistillata GN=SPAG1 PE=4 SV=1","ref|XP_022799674.1|",0,"sperm-associated antigen 1-like [Stylophora pistillata]","GO:0005737; GO:0005829; GO:0005525; GO:0016787; GO:0070286; GO:0007338",""
"evm.TU.chromosome_12.3723",47.1278321225644,0.933721298419571,0.285414329206341,3.27145907851227,0.00106994071567755,0.0259091763518576,"sp|Q3SZY7|ZFAN6_BOVIN",2.6e-53,"AN1-type zinc finger protein 6 OS=Bos taurus GN=ZFAND6 PE=2 SV=1","tr|A7RU48|A7RU48_NEMVE",5.8e-69,"Predicted protein OS=Nematostella vectensis GN=v1g182006 PE=4 SV=1","ref|XP_020608570.1|",1.5e-114,"AN1-type zinc finger protein 6-like [Orbicella faveolata]","GO:0003677; GO:0008270","GO:0003677; GO:0008270"
"evm.TU.chromosome_7.899",79.2846005281765,-0.855157171331403,0.261420619105537,-3.27119251058836,0.00107094980830068,0.0259091763518576,"sp|Q3TXS7|PSMD1_MOUSE",0,"26S proteasome non-ATPase regulatory subunit 1 OS=Mus musculus GN=Psmd1 PE=1 SV=1","tr|A7SUA4|A7SUA4_NEMVE",0,"Predicted protein OS=Nematostella vectensis GN=v1g193603 PE=4 SV=1","gb|EDO32700.1|",0,"predicted protein [Nematostella vectensis]","GO:0005634; GO:0022624; GO:0000502; GO:0008540; GO:0034515; GO:0030234; GO:0043161; GO:0042176","GO:0005634; GO:0008540; GO:0034515; GO:0030234; GO:0043161; GO:0042176"
"evm.TU.chromosome_4.493",15.5066120908086,1.23359444455596,0.377511940394655,3.26769649528528,0.00108426571105601,0.0260954105070216,"sp|P98153|IDD_HUMAN",3e-07,"Integral membrane protein DGCR2/IDD OS=Homo sapiens GN=DGCR2 PE=1 SV=1","tr|A0A2B4SBJ1|A0A2B4SBJ1_STYPI",3.39e-56,"Integral membrane protein DGCR2/IDD OS=Stylophora pistillata GN=Dgcr2 PE=4 SV=1","ref|XP_020629093.1|",3.14e-67,"integral membrane protein DGCR2/IDD-like isoform X1 [Orbicella faveolata]","GO:0016021; GO:0030246; GO:0009887; GO:0007155; GO:0050890","GO:0016021"
